X,Y,Z
0.0,173.57999999999998,26.6
0.0,176.07999999999998,26.5
0.009999999999990905,178.57999999999998,26.5
0.009999999999990905,181.07999999999998,25.2
0.01999999999998181,183.57999999999998,22.1
0.5,174.57999999999998,26.3
0.5,177.07999999999998,26.8
0.5099999999999909,179.57999999999998,25.400000000000002
0.5099999999999909,182.07999999999998,24.1
0.9599999999999795,155.07999999999998,16.0
1.0,175.07999999999998,26.400000000000002
1.0,177.57999999999998,26.1
1.009999999999991,180.07999999999998,25.0
1.009999999999991,182.57999999999998,22.7
1.4499999999999886,153.57,15.700000000000001
1.4599999999999795,156.07,16.200000000000003
1.5,173.57,26.3
1.5,176.07,26.2
1.509999999999991,178.57,24.7
1.509999999999991,181.07,23.8
1.5199999999999818,183.57,20.700000000000003
1.9499999999999886,153.57,15.6
1.9599999999999795,156.07,16.1
1.9899999999999807,172.07,26.3
2.0,174.57,26.6
2.0,177.07,24.8
2.009999999999991,179.57,24.2
2.009999999999991,182.07,21.8
2.4499999999999886,151.07,15.9
2.4499999999999886,153.57,15.3
2.4599999999999795,156.07,15.9
2.4599999999999795,158.57,16.700000000000003
2.4899999999999807,173.07,26.3
2.5,175.57,25.0
2.5,178.07,24.5
2.509999999999991,180.57,22.8
2.509999999999991,183.07,20.5
2.9499999999999886,151.57,15.6
2.9599999999999795,154.07,15.1
2.9599999999999795,156.57,15.700000000000001
2.969999999999999,159.07,17.1
2.9899999999999807,172.07,26.8
3.0,174.57,25.6
3.0,177.07,23.900000000000002
3.009999999999991,179.57,22.8
3.009999999999991,182.07,21.1
3.4499999999999886,149.57,15.9
3.4499999999999886,152.07,15.3
3.4599999999999795,154.57,15.0
3.4599999999999795,157.07,16.3
3.469999999999999,159.57,17.9
3.4899999999999807,170.07,27.3
3.4899999999999807,172.57,27.0
3.5,175.07,24.2
3.5,177.57,23.8
3.509999999999991,180.07,22.0
3.509999999999991,182.57,20.3
3.9499999999999886,150.07,15.6
3.9599999999999795,157.57,17.6
3.969999999999999,160.07,18.6
3.969999999999999,162.57,23.400000000000002
3.9799999999999898,165.07,25.3
3.9799999999999898,167.57,27.5
3.9899999999999807,170.07,27.1
3.9899999999999807,172.57,27.0
4.0,175.07,23.8
4.0,177.57,23.3
4.009999999999991,180.07,21.5
4.009999999999991,182.57,19.9
4.449999999999989,150.07,15.4
4.469999999999999,159.07,18.9
4.469999999999999,161.57,22.900000000000002
4.47999999999999,164.07,24.900000000000002
4.47999999999999,166.57,27.0
4.489999999999981,169.07,27.400000000000002
4.489999999999981,171.57,27.0
4.5,174.07,24.1
4.5,176.57,23.0
4.509999999999991,179.07,21.400000000000002
4.509999999999991,181.57,20.5
4.949999999999989,150.07,15.200000000000001
4.969999999999999,159.57,19.700000000000003
4.969999999999999,162.07,24.2
4.97999999999999,164.57,25.2
4.97999999999999,167.07,27.1
4.989999999999981,169.57,27.1
4.989999999999981,172.07,26.1
5.0,174.57,23.5
5.0,177.07,22.400000000000002
5.009999999999991,179.57,21.2
5.449999999999989,150.57,15.1
5.469999999999999,160.57,23.0
5.469999999999999,163.07,24.2
5.47999999999999,165.57,26.1
5.47999999999999,168.07,26.8
5.489999999999981,170.57,26.7
5.489999999999981,173.07,23.8
5.5,175.57,22.7
5.939999999999998,148.57,16.0
5.969999999999999,160.07,23.400000000000002
5.969999999999999,162.57,24.1
5.97999999999999,165.07,25.7
5.97999999999999,167.57,26.3
5.989999999999981,170.07,26.6
5.989999999999981,172.57,23.2
6.0,175.07,22.1
6.439999999999998,148.56,16.200000000000003
6.469999999999999,160.06,23.400000000000002
6.469999999999999,162.56,24.2
6.47999999999999,165.06,25.3
6.47999999999999,167.56,26.0
6.489999999999981,170.06,25.400000000000002
6.489999999999981,172.56,22.3
6.5,175.06,21.2
6.949999999999989,149.56,16.1
6.969999999999999,161.56,23.6
6.97999999999999,164.06,25.1
6.97999999999999,166.56,25.400000000000002
6.989999999999981,169.06,25.6
6.989999999999981,171.56,22.3
7.0,174.06,20.8
7.439999999999998,148.56,16.3
7.469999999999999,160.56,23.2
7.469999999999999,163.06,24.8
7.47999999999999,165.56,24.7
7.47999999999999,168.06,25.6
7.489999999999981,170.56,22.6
7.489999999999981,173.06,20.5
7.939999999999998,148.56,16.3
7.969999999999999,160.56,23.2
7.969999999999999,163.06,24.6
7.97999999999999,165.56,24.6
7.97999999999999,168.06,24.900000000000002
7.989999999999981,170.56,21.8
7.989999999999981,173.06,20.3
8.449999999999989,149.06,16.6
8.469999999999999,161.06,23.7
8.469999999999999,163.56,24.5
8.47999999999999,166.06,24.400000000000002
8.48999999999998,168.56,23.400000000000002
8.48999999999998,171.06,21.0
8.939999999999998,148.06,16.4
8.969999999999999,160.06,23.400000000000002
8.969999999999999,162.56,24.1
8.97999999999999,165.06,24.400000000000002
8.97999999999999,167.56,23.7
8.98999999999998,170.06,21.0
9.439999999999998,148.06,16.6
9.469999999999999,160.06,23.5
9.469999999999999,162.56,23.900000000000002
9.47999999999999,165.06,24.3
9.47999999999999,167.56,22.7
9.48999999999998,170.06,20.3
