X,Y,Z
0.0,173.57,18.9
0.009999999999990905,176.07,19.3
0.009999999999990905,178.57,18.4
0.020000000000010232,181.07,17.4
0.020000000000010232,183.57,15.8
0.5,175.07,19.0
0.5099999999999909,177.57,18.9
0.5099999999999909,180.07,17.2
0.5200000000000102,182.57,16.3
0.960000000000008,154.57,13.9
1.0,174.07,18.9
1.009999999999991,176.57,18.9
1.009999999999991,179.07,16.7
1.0200000000000102,181.57,16.9
1.0200000000000102,184.07,15.6
1.460000000000008,154.57,13.8
1.4699999999999989,157.07,12.9
1.5,174.07,18.9
1.509999999999991,176.57,18.5
1.509999999999991,179.07,16.7
1.5200000000000102,181.57,16.0
1.5200000000000102,184.07,15.4
1.960000000000008,153.57,13.399999999999999
1.9699999999999989,156.07,12.7
2.0,172.07,19.3
2.0,174.57,18.8
2.009999999999991,177.07,17.3
2.009999999999991,179.57,16.9
2.0200000000000102,182.07,14.9
2.460000000000008,151.07,13.2
2.460000000000008,153.57,13.2
2.469999999999999,156.07,12.3
2.469999999999999,158.57,13.5
2.5,173.07,18.9
2.5,175.57,17.6
2.509999999999991,178.07,16.5
2.509999999999991,180.57,15.3
2.5200000000000102,183.07,14.6
2.960000000000008,151.57,13.2
2.960000000000008,154.07,12.7
2.969999999999999,156.57,12.399999999999999
2.969999999999999,159.07,13.5
3.0,171.57,19.5
3.0,174.07,18.8
3.009999999999991,176.57,16.1
3.009999999999991,179.07,15.9
3.0200000000000102,181.57,14.6
3.0200000000000102,184.07,13.399999999999999
3.460000000000008,151.57,13.2
3.460000000000008,154.57,12.2
3.469999999999999,157.07,13.1
3.469999999999999,159.57,13.9
3.490000000000009,169.57,19.6
3.5,172.07,19.3
3.5,174.57,17.7
3.509999999999991,177.07,15.8
3.509999999999991,179.57,14.7
3.5200000000000102,182.07,14.2
3.9499999999999886,149.07,13.8
3.960000000000008,151.57,13.2
3.969999999999999,159.57,14.3
3.9799999999999898,162.07,17.0
3.9799999999999898,164.57,19.6
