X,Y,Z
0.0,173.0,12.900000000000002
0.0,175.5,12.5
0.0,178.0,13.3
0.0,180.5,12.5
0.0,183.0,11.000000000000002
0.5,174.5,12.600000000000001
0.5,177.0,13.0
0.5,179.5,12.900000000000002
0.5,182.0,11.600000000000001
1.0,172.5,13.100000000000001
1.0,175.0,12.400000000000002
1.0,177.5,13.0
1.0,180.0,12.400000000000002
1.0,182.5,10.8
1.5,153.5,8.500000000000002
1.5,156.0,9.3
1.5,173.5,12.5
1.5,176.0,12.5
1.5,178.5,12.5
1.5,181.0,11.600000000000001
1.5,183.5,10.700000000000001
2.0,153.5,8.500000000000002
2.0,156.0,9.3
2.0,172.0,13.3
2.0,174.5,12.400000000000002
2.0,177.0,12.700000000000001
2.0,179.5,12.100000000000001
2.0,182.0,10.700000000000001
2.5,151.5,8.100000000000001
2.5,154.0,8.600000000000001
2.5,156.5,10.000000000000002
2.5,171.5,13.400000000000002
2.5,174.0,12.400000000000002
2.5,176.5,12.3
2.5,179.0,11.900000000000002
2.5,181.5,10.700000000000001
3.0,150.0,8.200000000000001
3.0,152.5,7.900000000000001
3.0,155.0,9.100000000000001
3.0,157.5,11.000000000000002
3.0,170.5,13.600000000000001
3.0,173.0,12.600000000000001
3.0,175.5,12.3
3.0,178.0,11.8
3.0,180.5,10.600000000000001
3.0,183.0,10.700000000000001
3.5,151.0,7.700000000000001
3.5,153.5,8.4
3.5,156.0,10.200000000000001
3.5,158.5,12.3
3.5,169.0,14.100000000000001
3.5,171.5,13.0
3.5,174.0,12.400000000000002
3.5,176.5,11.700000000000001
3.5,179.0,10.9
3.5,181.5,10.700000000000001
4.0,149.0,8.8
4.0,151.5,7.600000000000001
4.0,159.0,12.700000000000001
4.0,161.5,13.600000000000001
4.0,164.0,14.3
4.0,166.5,14.3
4.0,169.0,14.100000000000001
4.0,171.5,12.400000000000002
4.0,174.0,12.3
4.0,176.5,11.4
4.0,179.0,10.500000000000002
4.0,181.5,10.700000000000001
4.5,149.5,8.8
4.5,158.5,12.8
4.5,161.0,13.0
4.5,163.5,14.3
4.5,166.0,14.100000000000001
4.5,168.5,14.200000000000001
4.5,171.0,12.100000000000001
4.5,173.5,12.200000000000001
4.5,176.0,11.100000000000001
4.5,178.5,10.500000000000002
